Year,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,GoalID,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2021,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.182,34888,0.288,0.129,0.330,0.060,0.193,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",1.11665743940298,17,6.65675015643489,Top,Access To Groceries,196,19,Supermarket square footage per 100 residents,Child Care Capacity,0.528,49,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.079,6,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),716.436666666667,32,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.114379756266298,9,Percentage of median household income spent on transportation,Journey To Work Time,43.4,24,Average (mean) travel time to work in minutes,,,,,,,,
2021,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.182,34888,0.288,0.129,0.330,0.060,0.193,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,0.875823479613693,20,5.34178209079957,Middle,Job Training And Placement Support,10.6,16,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.501,24,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.629,27,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,40245.96,18,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.821860599078341,15,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.51,49,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.993,2,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.879,13,Percentage of adults with a high school degree or equivalent
2021,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.182,34888,0.288,0.129,0.330,0.060,0.193,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,5.49247695689936,17,5.17133922038009,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,17,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,17,,Goal 3: Access to Quality Jobs & Income Supports,,20,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,27,,Goal 5: Opportunities to Build Assets & Plan for the Future,,19,,,,,,,,,,,,,
2021,4106,Queens,"Briarwood, Fresh Meadows & Hillcrest",QN Community District 8,4106,0.182,34888,0.288,0.129,0.330,0.060,0.193,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.207,27171,0.059,0.052,0.331,0.022,0.536,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-1.37853998132802,38,3.65078432125103,Bottom,Homeownership Opportunity,0.2472,40,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.4385,40,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,41,47,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.1:1,39,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,18.05,38,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.0059736122173356,13,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.207,27171,0.059,0.052,0.331,0.022,0.536,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",0.29930610322658,28,5.44857244490899,Middle,Bank / Credit Union-To-Nonbank Ratio,0.5:1,55,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.28,36,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,1,1,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 44.50%; Black or African American (non-Hispanic or Latino) 6.44%; Hispanic or Latino 12.76%; Other/No Information 15.69%; White (non-Hispanic or Latino) 20.61%,42,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.919,27,Percentage of residents with a bank or credit union account,Affordable Products,0.6,10,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.26,41,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.207,27171,0.059,0.052,0.331,0.022,0.536,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-5.51128187130578,53,1.20784467557429,Bottom,Ability To Borrow At Low Cost,0.5973036,29,Percentage of residents with a prime or better credit score,Housing Stability,a - 51.2%                                                 b - 48.8%,32,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.805,54,Percentage of residents with health insurance,Rent Burden,0.593,47,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.325,44,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,228,28,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.207,27171,0.059,0.052,0.331,0.022,0.536,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-0.0795374161314042,31,5.33769810286492,Middle,Access To Groceries,171,27,Supermarket square footage per 100 residents,Child Care Capacity,0.494,53,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.117,27,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),526.51,10,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.117677779847271,13,Percentage of median household income spent on transportation,Journey To Work Time,43.8,28,Average (mean) travel time to work in minutes,,,,,,,,
2021,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.207,27171,0.059,0.052,0.331,0.022,0.536,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-3.54218604127399,47,3.39923709109098,Bottom,Job Training And Placement Support,2.7,35,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.333,50,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.657,17,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,27166.0229999999,50,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.739423942394239,37,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.668,33,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.929,30,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.745,47,Percentage of adults with a high school degree or equivalent
2021,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.207,27171,0.059,0.052,0.331,0.022,0.536,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-10.2122392068126,43,2.34145161822228,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,28,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,31,,Goal 3: Access to Quality Jobs & Income Supports,,47,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,53,,Goal 5: Opportunities to Build Assets & Plan for the Future,,38,,,,,,,,,,,,,
2021,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.207,27171,0.059,0.052,0.331,0.022,0.536,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.535918948,Hispanic of Any Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.136,55212,0.464,0.030,0.303,0.046,0.156,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-1.17720966463161,36,3.81524067165839,Middle,Homeownership Opportunity,0.5099,10,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.457,31,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,61,30,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.31:1,15,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,21.35,35,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,Not Applicable,31,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.136,55212,0.464,0.030,0.303,0.046,0.156,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",4.37514502376795,7,8.14433432297061,Top,Bank / Credit Union-To-Nonbank Ratio,1:1,45,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2.95,9,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,1,1,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 37.97%; Black or African American (non-Hispanic or Latino) 1.05%; Hispanic or Latino 5.57%; Other/No Information 15.89%; White (non-Hispanic or Latino) 39.33%,25,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.967,7,Percentage of residents with a bank or credit union account,Affordable Products,0.595238095238095,13,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.35,11,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.136,55212,0.464,0.030,0.303,0.046,0.156,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,4.37212795938486,10,7.35445895068128,Top,Ability To Borrow At Low Cost,0.8034628,4,Percentage of residents with a prime or better credit score,Housing Stability,a - 73.2%                                                 b - 26.8%,12,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.956,9,Percentage of residents with health insurance,Rent Burden,0.473,12,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.259,18,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,97,8,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.136,55212,0.464,0.030,0.303,0.046,0.156,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",2.14169531514979,9,7.78706626566678,Top,Access To Groceries,253,10,Supermarket square footage per 100 residents,Child Care Capacity,0.686,16,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.09,10,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),825.056666666667,43,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.117144243170013,11,Percentage of median household income spent on transportation,Journey To Work Time,45,36,Average (mean) travel time to work in minutes,,,,,,,,
2021,4108,Queens,Forest Hills & Rego Park,QN Community District 6,4108,0.136,55212,0.464,0.030,0.303,0.046,0.156,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,3.38813225413833,8,6.44641367310007,Top,Job Training And Placement Support,3.6,34,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.621,9,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.649,20,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,53325.897,7,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.861191860465116,10,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.62,41,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.917,36,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.934,6,Percentage of adults with a high school degree or equivalent
